Telephone Calls by Prime Minister on New Year	ಹೊಸ ವರ್ಷದಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ದೂರವಾಣಿ ಕರೆಗಳು
The Agreement represents a major milestone in enhancing people-to-people contacts, fostering mobility of students, academics, researchers and skilled professionals and strengthening cooperation on issues related to irregular migration and human trafficking between the two sides	ಈ ಒಪ್ಪಂದವು ಜನರ ನಡುವಿನ ಸಂಪರ್ಕಗಳನ್ನು ಹೆಚ್ಚಿಸುವಲ್ಲಿ, ವಿದ್ಯಾರ್ಥಿಗಳು, ಶಿಕ್ಷಣ ತಜ್ಞರು, ಸಂಶೋಧಕರು ಮತ್ತು ನುರಿತ ವೃತ್ತಿಪರರ ಸಂಚಾರವನ್ನು ಹೆಚ್ಚಿಸುವಲ್ಲಿ ಮತ್ತು ಎರಡೂ ಕಡೆಯ ಅನಿಯಮಿತ ವಲಸೆ ಮತ್ತು ಮಾನವ ಕಳ್ಳಸಾಗಣೆಗೆ ಸಂಬಂಧಿಸಿದ ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಹಕಾರವನ್ನು ಬಲಪಡಿಸುವ ಪ್ರಮುಖ ಮೈಲಿಗಲ್ಲಾಗಿದೆ.
Cabinet approves Memorandum of Understanding between India and Sweden on cooperation in Polar Science	ಧ್ರುವ ವಿಜ್ಞಾನದಲ್ಲಿ ಸಹಕಾರ ಕುರಿತ ಭಾರತ ಮತ್ತು ಸ್ವೀಡನ್ ನಡುವಿನ ತಿಳುವಳಿಕೆ ಒಪ್ಪಂದಕ್ಕೆ ಸಂಪುಟದ  ಅಂಗೀಕಾರ
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has been apprised of the Agreement on cooperation in polar science between Ministry of Earth Sciences (MoES), India and Ministry of Education and Research, Sweden	ಪ್ರಧಾನಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ನಡೆದ ಕೇಂದ್ರ ಸಚಿವ ಸಂಪುಟ ಸಭೆಯು, ಭಾರತದ ಭೂ ವಿಜ್ಞಾನ ಸಚಿವಾಲಯ (ಎಂಒಇಎಸ್) ಮತ್ತು ಸ್ವೀಡನ್‌ನ ಶಿಕ್ಷಣ ಮತ್ತು ಸಂಶೋಧನಾ ಸಚಿವಾಲಯದ ನಡುವಿನ ಧ್ರುವ ವಿಜ್ಞಾನದ ಸಹಕಾರ ಒಪ್ಪಂದಕ್ಕೆ ಅಂಗೀಕಾರ ನೀಡಿದೆ.
The Memorandum of Understanding (MoU) was signed on 2nd December 2019 during the visit of Their Majesties of the Kingdom of Sweden to India.	ಸ್ವೀಡನ್ ದೊರೆಯ ಭಾರತ ಭೇಟಿ ಸಂದರ್ಭದಲ್ಲಿ 2019 ರ ಡಿಸೆಂಬರ್ 2 ರಂದು ತಿಳುವಳಿಕೆ ಪತ್ರಕ್ಕೆ ಸಹಿ ಹಾಕಲಾಗಿತ್ತು.
Sweden has a vigorous scientific program in the Polar Regions, both in Arctic and Antarctic	ಧ್ರುವ ಪ್ರದೇಶಗಳಲ್ಲಿ ಆರ್ಕ್ಟಿಕ್ ಮತ್ತು ಅಂಟಾರ್ಕ್ಟಿಕ್ ಎರಡರಲ್ಲೂ ಸ್ವೀಡನ್ ಹುರುಪಿನ ವೈಜ್ಞಾನಿಕ ಕಾರ್ಯಕ್ರಮವನ್ನು ಹೊಂದಿದೆ.
India likewise, has sustained scientific research programs in both the Polar Regions as well as in the oceanic realm.	ಅದೇ ರೀತಿ  ಭಾರತವೂ ಸಹ  ಧ್ರುವ ಪ್ರದೇಶಗಳಲ್ಲಿ ಮತ್ತು ಸಾಗರ ಕ್ಷೇತ್ರದಲ್ಲಿ ವೈಜ್ಞಾನಿಕ ಸಂಶೋಧನಾ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ನಡೆಸುತ್ತಿದೆ.
The collaboration between India and Sweden in polar science will enable sharing of the expertise available with both Countries.	ಭಾರತ ಮತ್ತು ಸ್ವೀಡನ್ ನಡುವಿನ ಧ್ರುವ ವಿಜ್ಞಾನದ ಸಹಯೋಗವು ಎರಡೂ ದೇಶಗಳು ಲಭ್ಯವಿರುವ ಪರಿಣತಿಯನ್ನು ಪರಸ್ಪರ ಹಂಚಿಕೊಳ್ಳಲು ಅನುವು ಮಾಡಿಕೊಡುತ್ತದೆ.
Cabinet apprised of information about amendments to the Motor Vehicles (Amendment) Bill, 2019	ಮೋಟಾರು ವಾಹನಗಳ (ತಿದ್ದುಪಡಿ) ಮಸೂದೆ, 2019 ರ ತಿದ್ದುಪಡಿಗಳ ಮಾಹಿತಿಗೆ ಸಂಪುಟದ ಅನುಮೋದನೆ
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has been apprised of information about the amendments moved to the Motor Vehicles (Amendment) Bill, 2019 as passed by the Rajya Sabha	ಪ್ರಧಾನಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ನಡೆದ ಕೇಂದ್ರ ಸಚಿವ ಸಂಪುಟ ಸಭೆಯು, ರಾಜ್ಯಸಭೆ ಅಂಗೀಕರಿಸಿದ 2019 ರ ಮೋಟಾರು ವಾಹನಗಳ (ತಿದ್ದುಪಡಿ) ಮಸೂದೆಗೆ ತರಲಾಗಿರುವ ತಿದ್ದುಪಡಿಗಳ ಬಗೆಗಿನ ಮಾಹಿತಿಗೆ ಅನುಮೋದನೆ ನೀಡಿದೆ.
Amendments will ensure concurrence of the State Governments while formulating National Transport Policy and making schemes for national, multimodal and inter-state transportation of goods and passengers by the Central Government	ಈ ತಿದ್ದುಪಡಿಗಳಿಂದಾಗಿ, ರಾಷ್ಟ್ರೀಯ ಸಾರಿಗೆ ನೀತಿಯನ್ನು ರೂಪಿಸುವಾಗ ಮತ್ತು ಕೇಂದ್ರ ಸರ್ಕಾರದಿಂದ ಸರಕು ಮತ್ತು ಪ್ರಯಾಣಿಕರ ರಾಷ್ಟ್ರೀಯ, ಮಲ್ಟಿಮೋಡಲ್ ಮತ್ತು ಅಂತರರಾಜ್ಯ ಸಾಗಣೆಗೆ ಯೋಜನೆಗಳನ್ನು ರೂಪಿಸುವಾಗ ರಾಜ್ಯ ಸರ್ಕಾರಗಳ ಸಮ್ಮತಿಯನ್ನು ಖಚಿತಪಡಿಸುತ್ತದೆ.
The Motor Vehicles (Amendment) Bill, 2019 was approved by the Cabinet in its meeting held on 24th June, 2019 for re-introduction in the Lok Sabha	ಮೋಟಾರು ವಾಹನ (ತಿದ್ದುಪಡಿ) ಮಸೂದೆ, 2019 ನ್ನು ಲೋಕಸಭೆಯಲ್ಲಿ ಮರು ಮಂಡನೆಗಾಗಿ 2019 ರ ಜೂನ್ 24 ರಂದು ಸಂಉಟ ಸಭೆಯು ಅನುಮೋದನೆ ನೀಡಿತ್ತು.
The Motor Vehicles (Amendment) Bill, 2019 was passed in the Lok Sabha on 23rd July, 2019	ಮೋಟಾರು ವಾಹನಗಳ (ತಿದ್ದುಪಡಿ) ಮಸೂದೆಯು, 2019 ರ ಜುಲೈ 23 ರಂದು ಲೋಕಸಭೆಯಲ್ಲಿ ಅಂಗೀಕರಿಸಲ್ಪಟ್ಟಿತು.
Later, the Bill was taken into consideration in Rajya Sabha on 31st July, 2019	ನಂತರ, ಈ ಮಸೂದೆಯನ್ನು ರಾಜ್ಯಸಭೆಯಲ್ಲಿ 2019 ರ ಜುಲೈ 31 ರಂದು ಮಂಡಿಸಲಾಯಿತು.
The Bill with the official amendments was passed by the Rajya Sabha on 31st July, 2019	31 ಜುಲೈ, 2019 ರಂದು ತಿದ್ದುಪಡಿಗಳೊಂದಿಗೆ ಮಸೂದೆಯನ್ನು ರಾಜ್ಯಸಭೆಯು ಅಂಗೀಕರಿಸಿತು.
Further, the amendments were placed before the Lok Sabha and were passed in the Lok Sabha on 5th August, 2019	ಇದಲ್ಲದೆ, ತಿದ್ದುಪಡಿಗಳನ್ನು ಲೋಕಸಭೆಯ ಮುಂದೆ ಪ್ರಸ್ತಾಪಿಸಲಾಯಿತು ಮತ್ತು 2019 ರ ಆಗಸ್ಟ್ 5 ರಂದು ಲೋಕಸಭೆಯಲ್ಲಿ ಅಂಗೀಕರಿಸಲಾಯಿತು.
Ministry of Road Transport & Highways	ರಸ್ತೆ ಸಾರಿಗೆ ಮತ್ತು ಹೆದ್ದಾರಿ ಸಚಿವಾಲಯ
Cabinet approves conferring the status of institution of national importance to the cluster of ayurveda institutions at Gujarat Ayurved University campus, Jamnagar	ಜಾಮ್ ನಗರದ ಗುಜರಾತ್ ಆಯುರ್ವೇದ ವಿಶ್ವ ವಿದ್ಯಾಲಯದ ಆಯುರ್ವೇದ ಸಂಸ್ಥೆಗಳ ಸಮೂಹಕ್ಕೆ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಮುಖ್ಯತೆಯ ಸ್ಥಾನಮಾನ ನೀಡುವ ಕುರಿತು ಸಚಿವ ಸಂಪುಟ ಅನುಮೋದನೆ
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has given its approvalto confer the status of Institution of National Importance to the Institute of Teaching and Research in Ayurveda Jamnagar by conglomerating the cluster of Ayurveda Institutes at Gujarat Ayurveda University campus, Jamnagar , namely, (a) Institute for Post Graduate Teaching and Research in Ayurveda (b) Shri Gulabkunwerba Ayurveda Mahavidyalaya and	ಜಾಮ್ ನಗರದ ಗುಜರಾತ್ ಆಯುರ್ವೇದ ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿರುವ  ಆಯುರ್ವೇದ ಸಂಸ್ಥೆಗಳ ಸಮೂಹವನ್ನು ಒಗ್ಗೂಡಿಸುವ ಮೂಲಕ ಜಾಮ್ ನಗರದ ಆಯುರ್ವೇದ ಕಲಿಕೆ ಮತ್ತು ಸಂಶೋಧನೆ ಸಂಸ್ಥೆಗೆ ರಾಷ್ಟ್ರೀಯ ಮಾನ್ಯತೆಯನ್ನು ನೀಡಲು ಪ್ರಧಾನ ಮಂತ್ರಿಗಳಾದ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿಯವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿರುವ ಕೇಂದ್ರ ಸಚಿವ ಸಂಪುಟ ಅನುಮೋದನೆ ನೀಡಿದೆ.
The Bill to that effect is to be introduced in the ensuing Session of Parliament to declare Institute of Teaching and Research in Ayurveda, Jamnagar as Institution of National Importance.	ಜಾಮ್ ನಗರದ ಆಯುರ್ವೇದ ಕಲಿಕೆ ಮತ್ತು ಸಂಶೋಧನೆ ಸಂಸ್ಥೆಯನ್ನು ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಮುಖ್ಯತೆಯ ಸಂಸ್ಥೆಯನ್ನಾಗಿ ಘೋಷಿಸಲು ಮುಂಬರುವ ಸಂಸತ್ತಿನ ಅಧಿವೇಶನದಲ್ಲಿ ಈ ಮಸೂದೆಯನ್ನು ಮಂಡಿಸಲಾಗುವುದು.
Considering the rapidly growing role of AYUSH Systems in addressing the Public Health challenges of India, conferring the status of National Importance will boost the role and importance of Ayurveda in Public Health	ಭಾರತದ ಸಾರ್ವಜನಿಕ ಆರೋಗ್ಯ ಸಮಸ್ಯೆಗಳನ್ನು ಎದುರಿಸುವಲ್ಲಿ ಆಯುಷ್ ಪದ್ಧತಿಗಳ ಪಾತ್ರ ತೀವ್ರವಾಗಿ ವೃದ್ಧಿಸುತ್ತಿರುವುದನ್ನು ಪರಿಗಣಿಸಿ ರಾಷ್ಟ್ರೀಯ ಪ್ರಾಮುಖ್ಯತೆಯ ಸ್ಥಾನಮಾನ ನೀಡುವುದು ಸಾರ್ವಜನಿಕ ಆರೋಗ್ಯ ರಕ್ಷಣೆಯಲ್ಲಿ ಆಯುರ್ವೇದದ ಪಾತ್ರ ಮತ್ತು ಮಹತ್ವಕ್ಕೆ ಮತ್ತಷ್ಟು ಪುಷ್ಟಿ ದೊರೆಯಲಿದೆ.
There is rising interest and demand for knowledge and services of Ayurveda all over the world	ವಿಶ್ವಾದ್ಯಂತ ಆಯುರ್ವೇದ ಸೇವೆಗಳು ಮತ್ತು ಜ್ಞಾನದ ಕುರಿತು ಆಸಕ್ತಿ ಮತ್ತು ಬೇಡಿಕೆ ಹೆಚ್ಚಿದೆ.
Cabinet gave ex-post-facto approval on the Memorandum of Cooperation between India and Bill & Melinda Gates Foundation (BMGF) on cooperation in the field of Health	ಆರೋಗ್ಯ ಕ್ಷೇತ್ರದಲ್ಲಿ ಸಹಕಾರ ಕುರಿತ ಭಾರತ ಹಾಗು ಬಿಲ್ & ಮೆಲಿಂಡಾ ಗೇಟ್ಸ್ ಫೌಂಡೇಶನ್ (ಬಿಎಂಜಿಎಫ್) ನಡುವಿನ ಸಹಕಾರ ಒಪ್ಪಂದಕ್ಕೆ ಸಂಪುಟದ ಪೂರ್ವಾನ್ವಯ ಅನುಮೋದನೆ
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has given its ex-post-facto approval on the Memorandum of Cooperation (MoC) between Department of Health & Family Welfare (DOHFW), Government of India and Bill & Melinda Gates Foundation (BMGF) on cooperation in the field of Health signed in November, 2019 during the visit of Mrll Gates, Co-Chair and Trustee of BMGF to Delhi.	ಪ್ರಧಾನಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ನಡೆದ ಕೇಂದ್ರ ಸಚಿವ ಸಂಪುಟ ಸಭೆಯು, ಭಾರತ ಸರ್ಕಾರದ ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ ಇಲಾಖೆ (ಡಿಒಹೆಚ್‌ಡಬ್ಲ್ಯು) ಹಾಗು ಬಿಲ್ & ಮೆಲಿಂಡಾ ಗೇಟ್ಸ್ ಫೌಂಡೇಶನ್ (ಬಿಎಂಜಿಎಫ್) ನಡುವಿನ ಸಹಕಾರ ಒಪ್ಪಂದಕ್ಕೆ (ಎಂಒಸಿ) ಪೂರ್ವಾನ್ವಯ ಅನುಮೋದನೆ ನೀಡಿದೆ.
The Memorandum of Cooperation (MoC) covers the following areas of cooperation:-	ಸಹಕಾರ ಒಪ್ಪಂದ (ಎಂಒಸಿ) ಈ ಕೆಳಗಿನ ಸಹಕಾರ ಕ್ಷೇತ್ರಗಳನ್ನು ಒಳಗೊಂಡಿದೆ
To reduce maternal, neonatal and child morbidity and mortality, improve key nutrition outcomes, by improving the reach, coverage and quality of essential primary health, immunization and nutrition services.	ಎ) ತಾಯಂದಿರು, ನವಜಾತ ಶಿಶುಗಳು ಮತ್ತು ಮಕ್ಕಳ ಕಾಯಿಲೆ ಮತ್ತು ಮರಣ ಪ್ರಮಾಣವನ್ನು ತಗ್ಗಿಸಲು, ಅಗತ್ಯ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ, ರೋಗನಿರೋಧಕ ಮತ್ತು ಪೌಷ್ಠಿಕಾಂಶ ಸೇವೆಗಳ ವ್ಯಾಪ್ತಿ ಮತ್ತು ಗುಣಮಟ್ಟವನ್ನು ವಿಸ್ತರಿಸುವ ಮೂಲಕ ಪ್ರಮುಖ ಪೌಷ್ಟಿಕಾಂಶದ ಫಲಿತಾಂಶಗಳನ್ನು ಸುಧಾರಿಸುವುದು.
To increase the basket of choice and quality for family planning methods, specially for reversible methods, and increase access amongst younger women.	ಬಿ) ಕುಟುಂಬ ಯೋಜನೆ ವಿಧಾನಗಳಿಗೆ, ವಿಶೇಷವಾಗಿ ತಿರಿಗುಮುರುಗು ಮಾಡಬಲ್ಲ ವಿಧಾನಗಳಿಗಾಗಿ ಆಯ್ಕೆ ಮತ್ತು ಗುಣಮಟ್ಟದ ಅವಕಾಶಗಳನ್ನು ಹೆಚ್ಚಿಸುವುದು ಮತ್ತು ಕಡಿಮೆ ವಯಸ್ಸಿನ ಮಹಿಳೆಯರಿಗೆ ಲಭ್ಯತೆಯನ್ನು ಹೆಚ್ಚಿಸುವುದು.
To reduce the burden of select infectious diseases [TB, Visceral Leishmaniasis	ಸಿ) ಆಯ್ದ ಸಾಂಕ್ರಾಮಿಕ ರೋಗಗಳ ಹೊರೆ ಕಡಿಮೆ ಮಾಡುವುದು [ಕ್ಷಯ, ವಿಸ್ಕರಲ್ ಲೀಶ್ಮೇನಿಯಾಸಿಸ್ (ವಿಎಲ್), ದುಗ್ಧರಸ ಫಿಲೇರಿಯಾಸಿಸ್ (ಎಲ್ಎಫ್)].
To strengthen health systems, including aspects such as budget utilization, management and skills of human resources for health, digital health, strengthening supply chains and monitoring systems.	ಡಿ) ಆರೋಗ್ಯ, ಡಿಜಿಟಲ್ ಆರೋಗ್ಯ, ಪೂರೈಕೆ ಸರಪಳಿಯನ್ನು ಬಲಪಡಿಸುವುದು ಮತ್ತು ಮೇಲ್ವಿಚಾರಣಾ ವ್ಯವಸ್ಥೆಗಳಿಗಾಗಿ ಬಜೆಟ್ ಬಳಕೆ, ನಿರ್ವಹಣೆ ಮತ್ತು ಮಾನವ ಸಂಪನ್ಮೂಲಗಳ ಕೌಶಲ್ಯಗಳು ಸೇರಿದಂತೆ ಆರೋಗ್ಯ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಬಲಪಡಿಸುವುದು.
A Program Action Committee (PAC) will be set up to further elaborate the details of cooperation and to oversee the implementation of this Memorandum of Cooperation.	ಸಹಕಾರದ ವಿವರಗಳನ್ನು ಇನ್ನಷ್ಟು ವಿಸ್ತರಿಸಲು ಮತ್ತು ಈ ಸಹಕಾರ ಒಪ್ಪಂದ ಅನುಷ್ಠಾನದ ಮೇಲ್ವಿಚಾರಣೆಗೆ ಕಾರ್ಯಕ್ರಮ ಕ್ರಿಯಾ ಸಮಿತಿಯನ್ನು (ಪಿಎಸಿ) ರಚಿಸಲಾಗುವುದು.
Ministry of Health and Family Welfare	ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ ಸಚಿವಾಲಯ
Cabinet approves Memorandum of Understanding between India and United Kingdom for Enabling Energy Self Sufficiency for Indian Railways	ಭಾರತೀಯ ರೈಲ್ವೆಯ ಇಂಧನ ಸ್ವಾವಲಂಬನೆ ಸಾಧನೆಗೆ ಭಾರತ ಮತ್ತು ಬ್ರಿಟನ್  ತಿಳುವಳಿಕೆ ಒಡಂಬಡಿಕೆಗೆ ಸಚಿವ ಸಂಪುಟ ಅನುಮೋದನೆ
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has given its approval forsigning a Memorandum of Understanding (MoU) with the Department for International Development (Government of United Kingdom) on 0219 for Enabling Energy Self-Sufficiency for Indian Railways.	ಭಾರತೀಯ ರೈಲ್ವೇ ಇಂಧನ ಸ್ವಾವಲಂಬನೆ ಹೊಂದಲು ಡಿಸೆಂಬರ್ 2, 2019 ರ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಅಭಿವೃದ್ಧಿ ಇಲಾಖೆ (ಬ್ರಿಟನ್ ಸರ್ಕಾರ) ಜೊತೆ ಭಾರತ ತಿಳುವಳಿಕೆ ಒಡಂಬಡಿಕೆಗೆ ಪ್ರಧಾನಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ನಡೆದ ಸಚಿವ ಸಂಪುಟ ಸಭೆ ಅನುಮೋದನೆ ನೀಡಿದೆ.
Implementation Strategy and targets	ಅನುಷ್ಠಾನ ನೀತಿ ಮತ್ತು ಗುರಿಗಳು
ahe Parties agree on the scope of activities to be undertaken as a part of the endeavor for enabling energy efficiency and energy self-sufficiency for the Indian Railways	ಭಾರತೀಯ ರೈಲ್ವೇ ಇಂಧನ ದಕ್ಷತೆ ಮತ್ತು ಇಂಧನ ಸ್ವಾವಲಂಬನೆ ಸಾಧಿಸಲು ಅನುವು ಮಾಡಿಕೊಡುವ ಪ್ರಯತ್ನಗಳ ಅಂಗವಾಗಿ ಕೈಗೊಳ್ಳಬೇಕಾದ ಚಟುವಟಿಕೆಗಳಿಗೆ ಉಭಯ ಪಕ್ಷಗಳ ಅಂಗೀಕಾರ
bach Participant will, subject to the laws, rules, regulations and national policies fromtime to time in force governing the subject matter in their respective countries, endeavour to take necessary steps to enable energy efficiency and energy self-sufficiency for Indian Railways	ಉಭಯ ದೇಶಗಳು ಅವರವರ ದೇಶದ ಕಾನೂನುಗಳು, ನಿಯಮಗಳು, ನಿರ್ಭಂಧನೆಗಳು ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ನೀತಿಗಳಿಗೆ ಒಳಪಟ್ಟಿರುತ್ತವೆ ಹಾಗೂ ಭಾರತೀಯ ರೈಲ್ವೇ ಇಂಧನ ದಕ್ಷತೆ ಮತ್ತು ಇಂಧನ ಸ್ವಾವಲಂಬನೆ ಸಾಧಿಸಲು ಕಾಲಕಾಲಕ್ಕೆ ಅವಶ್ಯಕ ಕ್ರಮಗಳನ್ನು ಕೈಗೊಳ್ಳುತ್ತವೆ.
fhis Memorandum of Understanding shall come into force on its signing by the duly authorized representatives of the Parties and any of the Party may terminate this MoU by written communication addressed to the other, in which case, termination of MoU shall take effect six months after receipt of such written communication.	ಉಭಯ ಪಕ್ಷಗಳ ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿಗಳು ಸಹಿ ಹಾಕಿದ ನಂತರ ಈ ಒಪ್ಪಂದವು ಜಾರಿಗೆ ಬರುವುದು ಮತ್ತು ಯಾವುದೇ ಪಕ್ಷ ಲಿಖಿತ ಸಂವಹನದ ಮೂಲಕ ಮತ್ತೊಂದು ಪಕ್ಷಕ್ಕೆ ತಿಳಿಸುವ ಮೂಲಕ ಈ ಒಪ್ಪಂದವನ್ನು ರದ್ದುಪಡಿಸಬಹುದಾಗಿದೆ.
hny dispute or difference between the Parties shall be settled through mutual consultations and negotiations between the participants.	ಉಭಯ ಪಕ್ಷಗಳ ಮಧ್ಯೆ ಯಾವುದೇ ವ್ಯಾಜ್ಯೆ ಅಥವಾ ಭಿನ್ನತೆ ಇದ್ದಲ್ಲಿ ಅವುಗಳನ್ನು ಪರಸ್ಪರ ಸಮಾಲೋಚನೆ ಮತ್ತು ಮಾತುಕತೆ ಮೂಲಕ ಇತ್ಯರ್ಥಪಡಿಸತಕ್ಕದ್ದು
